id,customer_id,template_id,status,coach_notes,assigned_at,submitted_at,reviewed_at,dismissed_at,dismiss_reason,project_id,archived_at,is_test_data
cbcd1075-1abf-40a5-bb50-a2f9d049120b,d567549b-b29b-4be0-a406-d94241aa44da,60488fde-c669-4ea9-ac7c-db8e3efb66d5,reviewed,"",2026-06-14 05:13:28.861443+00,2026-06-14 05:13:35.481765+00,2026-06-14 05:13:35.515167+00,,,,,f
cd56908e-e207-4ee5-91a4-b5533ee54d17,d567549b-b29b-4be0-a406-d94241aa44da,7f17563d-101e-405c-8f21-f468aecbfe5a,reviewed,"",2026-06-13 05:12:26.882353+00,2026-06-13 05:12:38.019034+00,2026-06-13 05:12:38.060865+00,,,,,f
bbb16958-0670-4114-8f11-db4b51ea4bbb,d567549b-b29b-4be0-a406-d94241aa44da,215c0ed8-ee88-406f-a6fc-a13e925e26e4,reviewed,"",2026-06-15 01:30:32.590455+00,2026-06-15 01:30:41.48631+00,2026-06-15 01:30:41.864429+00,,,,,f
5cc57e2f-94b9-417b-91e0-ea68bf18a07c,d567549b-b29b-4be0-a406-d94241aa44da,c8c13f3d-e5cf-4c05-826f-64856d91ec06,reviewed,"",2026-06-13 05:12:46.061378+00,2026-06-13 05:12:59.140271+00,2026-06-13 05:12:59.194716+00,,,,,f
94fe325a-28c0-4226-82fe-2cfcb98bbe19,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-14 05:15:09.63146+00,2026-06-14 05:15:20.331882+00,2026-06-14 05:15:20.383035+00,,,,,f
06e05109-9dbc-4842-9e8d-4ffb22bc1ada,d567549b-b29b-4be0-a406-d94241aa44da,5dc32789-bd50-4f08-9e3d-353f593c4623,reviewed,"",2026-06-14 05:13:41.841132+00,2026-06-14 05:13:51.29961+00,2026-06-14 05:13:51.336193+00,,,,,f
61581fcc-749e-4c23-8f8e-5afe2079f0c5,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-13 05:13:11.765816+00,2026-06-13 05:13:23.84629+00,2026-06-13 05:13:23.895195+00,,,,,f
96597fad-e9c5-48c7-880e-f055207f85bf,d567549b-b29b-4be0-a406-d94241aa44da,41c08dc3-5bd6-4058-a8ab-9ce9c01fab6d,reviewed,"",2026-06-13 05:13:35.981931+00,2026-06-13 05:13:44.040663+00,2026-06-13 05:13:44.062308+00,,,,,f
6d316afa-7db5-4218-bc20-25d4a0a1e4ee,d567549b-b29b-4be0-a406-d94241aa44da,41d74343-49d6-4fcd-8f99-21e0c181c895,reviewed,"",2026-06-15 01:26:07.057173+00,2026-06-15 01:27:12.901324+00,2026-06-15 01:27:15.860135+00,,,,,f
80a54086-93ce-497f-ad0f-e0a4f78fd254,d567549b-b29b-4be0-a406-d94241aa44da,78116fa3-1a38-4788-9006-2a0a68ca70f4,reviewed,"",2026-06-14 05:13:57.917206+00,2026-06-14 05:14:04.113509+00,2026-06-14 05:14:04.136589+00,,,,,f
6c41fb5a-c053-41d8-8f9f-b8edcb759e8c,d567549b-b29b-4be0-a406-d94241aa44da,215c0ed8-ee88-406f-a6fc-a13e925e26e4,reviewed,"",2026-06-13 05:13:55.73919+00,2026-06-13 05:14:05.524801+00,2026-06-13 05:14:05.573035+00,,,,,f
41c03207-731b-4cba-8597-131f1ba37eff,d567549b-b29b-4be0-a406-d94241aa44da,41c08dc3-5bd6-4058-a8ab-9ce9c01fab6d,reviewed,"",2026-06-14 05:15:26.865297+00,2026-06-14 05:15:32.779991+00,2026-06-14 05:15:32.796956+00,,,,,f
e3b1070b-4646-4626-a9a5-43186b203c4d,d567549b-b29b-4be0-a406-d94241aa44da,482ea754-4557-4b82-b180-c8dcc22fd3e4,reviewed,"",2026-06-14 05:14:10.482758+00,2026-06-14 05:14:16.679475+00,2026-06-14 05:14:16.700472+00,,,,,f
5a385755-cd88-4d57-9c05-cc02aaa12c56,d567549b-b29b-4be0-a406-d94241aa44da,482ea754-4557-4b82-b180-c8dcc22fd3e4,reviewed,"",2026-06-15 01:28:28.189771+00,2026-06-15 01:28:37.340956+00,2026-06-15 01:28:37.585194+00,,,,,f
2f87db21-1776-4545-97e3-e050f0be83a9,d567549b-b29b-4be0-a406-d94241aa44da,5a093f50-1acb-469f-a9ca-d3876f4f7e8f,reviewed,"",2026-06-14 05:14:23.18847+00,2026-06-14 05:14:29.85061+00,2026-06-14 05:14:29.875254+00,,,,,f
8d60c884-2f0d-46c5-a2ae-33fd89007ed2,d567549b-b29b-4be0-a406-d94241aa44da,215c0ed8-ee88-406f-a6fc-a13e925e26e4,reviewed,"",2026-06-14 05:15:39.265155+00,2026-06-14 05:15:46.722318+00,2026-06-14 05:15:46.760493+00,,,,,f
64ccc19a-0ac0-4694-bc59-840abf85dd23,d567549b-b29b-4be0-a406-d94241aa44da,60488fde-c669-4ea9-ac7c-db8e3efb66d5,reviewed,"",2026-06-15 01:27:25.330701+00,2026-06-15 01:27:34.643307+00,2026-06-15 01:27:34.914913+00,,,,,f
cf321fc8-6187-4fd1-b268-9cf0e7ae3742,d567549b-b29b-4be0-a406-d94241aa44da,744ec34d-08cb-4c09-bd4f-5da3897c44b4,reviewed,"",2026-06-14 05:15:53.054708+00,2026-06-14 05:15:59.760769+00,2026-06-14 05:15:59.787323+00,,,,,f
3e34b293-6891-4f7b-92ca-abbf2ab68135,d567549b-b29b-4be0-a406-d94241aa44da,c8c13f3d-e5cf-4c05-826f-64856d91ec06,reviewed,"",2026-06-15 01:29:29.737922+00,2026-06-15 01:29:42.226179+00,2026-06-15 01:29:42.772999+00,,,,,f
05a4f5d8-4114-48df-91fb-4e3ea8033cdb,d567549b-b29b-4be0-a406-d94241aa44da,5dc32789-bd50-4f08-9e3d-353f593c4623,reviewed,"",2026-06-15 01:27:44.14489+00,2026-06-15 01:27:56.301255+00,2026-06-15 01:27:56.684521+00,,,,,f
5de97a78-43ec-470d-adce-604ca956dc16,d567549b-b29b-4be0-a406-d94241aa44da,5a093f50-1acb-469f-a9ca-d3876f4f7e8f,reviewed,"",2026-06-15 01:28:50.058164+00,2026-06-15 01:28:58.913485+00,2026-06-15 01:28:59.156544+00,,,,,f
857e9f57-cc78-485c-8ca0-86d1bd238993,d567549b-b29b-4be0-a406-d94241aa44da,78116fa3-1a38-4788-9006-2a0a68ca70f4,reviewed,"",2026-06-15 01:28:05.258483+00,2026-06-15 01:28:13.861235+00,2026-06-15 01:28:14.108185+00,,,,,f
2a304b8e-ddb5-4bcc-9956-f814930ed068,d567549b-b29b-4be0-a406-d94241aa44da,41c08dc3-5bd6-4058-a8ab-9ce9c01fab6d,reviewed,"",2026-06-15 01:30:15.596399+00,2026-06-15 01:30:25.018839+00,2026-06-15 01:30:25.261805+00,,,,,f
7059f3f5-14ff-4cac-b746-66e40af6a90d,d567549b-b29b-4be0-a406-d94241aa44da,7f17563d-101e-405c-8f21-f468aecbfe5a,reviewed,"",2026-06-15 01:29:07.68099+00,2026-06-15 01:29:19.841958+00,2026-06-15 01:29:20.365491+00,,,,,f
a4cc447d-291a-41e5-81f2-0d654afad2f6,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-15 01:29:49.660685+00,2026-06-15 01:30:00.753372+00,2026-06-15 01:30:01.241809+00,,,,,f
3587e7f0-257b-46f3-b687-91d15408deaf,d567549b-b29b-4be0-a406-d94241aa44da,41d74343-49d6-4fcd-8f99-21e0c181c895,reviewed,"",2026-06-15 02:56:33.828567+00,2026-06-15 02:57:31.725513+00,2026-06-15 02:57:34.719405+00,,,,,f
3a9150bf-8ffe-4251-a1c3-82fbc4e6c74d,d567549b-b29b-4be0-a406-d94241aa44da,744ec34d-08cb-4c09-bd4f-5da3897c44b4,reviewed,"",2026-06-15 01:30:48.931894+00,2026-06-15 01:30:56.48829+00,2026-06-15 01:30:56.785426+00,,,,,f
fe5336da-5bc4-4749-864a-b4417e381b06,d567549b-b29b-4be0-a406-d94241aa44da,885d3d75-6e2e-4736-91da-094e5db69946,reviewed,"",2026-06-15 01:31:03.436979+00,2026-06-15 01:31:15.515897+00,2026-06-15 01:31:15.839175+00,,,,,f
78e26cf2-8f11-4134-8bad-d2f3f6655024,d567549b-b29b-4be0-a406-d94241aa44da,60488fde-c669-4ea9-ac7c-db8e3efb66d5,reviewed,"",2026-06-15 02:57:42.868844+00,2026-06-15 02:57:51.00884+00,2026-06-15 02:57:51.275604+00,,,,,f
6bf9cc0c-02c8-468e-9c82-18c6897c991f,d567549b-b29b-4be0-a406-d94241aa44da,5dc32789-bd50-4f08-9e3d-353f593c4623,reviewed,"",2026-06-15 02:58:03.320466+00,2026-06-15 02:58:12.687704+00,2026-06-15 02:58:13.075328+00,,,,,f
223af6e6-411b-4b5b-a21e-747f630354bd,d567549b-b29b-4be0-a406-d94241aa44da,78116fa3-1a38-4788-9006-2a0a68ca70f4,reviewed,"",2026-06-15 02:58:24.967425+00,2026-06-15 02:58:32.575232+00,2026-06-15 02:58:32.819471+00,,,,,f
934d4bc4-c924-49f1-b1b7-989165c6ba43,d567549b-b29b-4be0-a406-d94241aa44da,482ea754-4557-4b82-b180-c8dcc22fd3e4,reviewed,"",2026-06-15 02:58:41.190436+00,2026-06-15 02:58:52.64701+00,2026-06-15 02:58:52.888762+00,,,,,f
364a79c8-08a7-4af4-8d8e-5416185ff5da,d567549b-b29b-4be0-a406-d94241aa44da,5a093f50-1acb-469f-a9ca-d3876f4f7e8f,reviewed,"",2026-06-15 02:59:00.7632+00,2026-06-15 02:59:07.868301+00,2026-06-15 02:59:08.115441+00,,,,,f
a5f7158b-15fd-4117-879b-98759791018c,d567549b-b29b-4be0-a406-d94241aa44da,7f17563d-101e-405c-8f21-f468aecbfe5a,reviewed,"",2026-06-15 02:59:15.997976+00,2026-06-15 02:59:26.700824+00,2026-06-15 02:59:27.1417+00,,,,,f
abb0c0da-9391-498c-a82e-1161ccad0f67,d567549b-b29b-4be0-a406-d94241aa44da,c8c13f3d-e5cf-4c05-826f-64856d91ec06,reviewed,"",2026-06-15 02:59:38.692657+00,2026-06-15 02:59:50.876854+00,2026-06-15 02:59:51.42595+00,,,,,f
a5940e48-98a7-4798-b14d-a2359a57bda2,d567549b-b29b-4be0-a406-d94241aa44da,41c08dc3-5bd6-4058-a8ab-9ce9c01fab6d,reviewed,"",2026-06-15 03:44:29.244384+00,2026-06-15 03:44:36.85166+00,2026-06-15 03:44:37.095796+00,,,,,f
45153001-5347-4d95-988c-8835eb047e8d,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-15 02:59:59.186868+00,2026-06-15 03:00:10.717695+00,2026-06-15 03:00:11.213428+00,,,,,f
ecb60449-3871-4d69-8f7c-395bdef35702,d567549b-b29b-4be0-a406-d94241aa44da,c8c13f3d-e5cf-4c05-826f-64856d91ec06,reviewed,"",2026-06-15 05:16:30.19919+00,2026-06-15 05:16:42.819481+00,2026-06-15 05:16:43.372166+00,,,,,f
9f22d5e5-c072-435c-8f47-348dd0756fdd,d567549b-b29b-4be0-a406-d94241aa44da,c8c13f3d-e5cf-4c05-826f-64856d91ec06,reviewed,"",2026-06-15 04:30:50.288781+00,2026-06-15 04:31:03.091778+00,2026-06-15 04:31:03.638148+00,,,,,f
707d0bd1-4743-46e4-9f24-70968a36925f,d567549b-b29b-4be0-a406-d94241aa44da,41c08dc3-5bd6-4058-a8ab-9ce9c01fab6d,reviewed,"",2026-06-15 03:00:20.308983+00,2026-06-15 03:00:28.151576+00,2026-06-15 03:00:28.400061+00,,,,,f
2d66a952-b947-4814-be48-60070ebee942,d567549b-b29b-4be0-a406-d94241aa44da,215c0ed8-ee88-406f-a6fc-a13e925e26e4,reviewed,"",2026-06-15 03:44:45.166179+00,2026-06-15 03:44:58.820699+00,2026-06-15 03:44:59.198454+00,,,,,f
8ee34c08-f9c7-4c23-9096-101dcdd6f6df,d567549b-b29b-4be0-a406-d94241aa44da,215c0ed8-ee88-406f-a6fc-a13e925e26e4,reviewed,"",2026-06-15 03:00:40.293182+00,2026-06-15 03:00:51.743503+00,2026-06-15 03:00:52.125409+00,,,,,f
f44fb7b8-8307-4f44-912c-5584e583840b,d567549b-b29b-4be0-a406-d94241aa44da,744ec34d-08cb-4c09-bd4f-5da3897c44b4,reviewed,"",2026-06-15 03:01:04.954052+00,2026-06-15 03:01:13.669444+00,2026-06-15 03:01:13.969657+00,,,,,f
d1c0835b-b1c0-45a8-b866-93cde80b54b1,d567549b-b29b-4be0-a406-d94241aa44da,744ec34d-08cb-4c09-bd4f-5da3897c44b4,reviewed,"",2026-06-15 03:45:07.310353+00,2026-06-15 03:45:20.880319+00,2026-06-15 03:45:21.182231+00,,,,,f
9b6d3b63-41c6-49a1-8e9a-906b80a21881,d567549b-b29b-4be0-a406-d94241aa44da,885d3d75-6e2e-4736-91da-094e5db69946,reviewed,"",2026-06-15 03:01:22.089552+00,2026-06-15 03:01:31.529843+00,2026-06-15 03:01:31.862214+00,,,,,f
fa3ad74f-08f3-4e6f-ab55-cdc54010d2d2,d567549b-b29b-4be0-a406-d94241aa44da,5dc32789-bd50-4f08-9e3d-353f593c4623,reviewed,"",2026-06-15 05:14:57.283205+00,2026-06-15 05:15:06.993406+00,2026-06-15 05:15:07.380321+00,,,,,f
b9844c27-34e6-41fc-87ce-f8f3ef845535,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-15 04:31:11.414969+00,2026-06-15 04:31:21.309631+00,2026-06-15 04:31:21.807965+00,,,,,f
3e8199c5-5c0e-4aa1-8f1c-a9b861cd9c9e,d567549b-b29b-4be0-a406-d94241aa44da,41d74343-49d6-4fcd-8f99-21e0c181c895,reviewed,"",2026-06-15 03:40:55.907971+00,2026-06-15 03:41:53.49439+00,2026-06-15 03:41:56.468855+00,,,,,f
d061e378-ffe8-41dd-b2d0-b5e2d3ad9bd5,d567549b-b29b-4be0-a406-d94241aa44da,885d3d75-6e2e-4736-91da-094e5db69946,reviewed,"",2026-06-15 03:45:30.304409+00,2026-06-15 03:45:41.406423+00,2026-06-15 03:45:41.736557+00,,,,,f
93b51aa4-58a5-474e-95c2-27360c129d7e,d567549b-b29b-4be0-a406-d94241aa44da,60488fde-c669-4ea9-ac7c-db8e3efb66d5,reviewed,"",2026-06-15 03:42:04.255353+00,2026-06-15 03:42:12.047213+00,2026-06-15 03:42:12.326186+00,,,,,f
bbc539ed-2dcf-4601-9892-713ac9b7de68,d567549b-b29b-4be0-a406-d94241aa44da,5dc32789-bd50-4f08-9e3d-353f593c4623,reviewed,"",2026-06-15 03:42:20.305546+00,2026-06-15 03:42:29.50698+00,2026-06-15 03:42:29.903409+00,,,,,f
becf6b26-a2e2-46a2-bc35-2d44c5d4dc84,d567549b-b29b-4be0-a406-d94241aa44da,41d74343-49d6-4fcd-8f99-21e0c181c895,reviewed,"",2026-06-15 04:27:43.326553+00,2026-06-15 04:28:43.817159+00,2026-06-15 04:28:46.84718+00,,,,,f
e79dd41d-7acc-48a2-89f9-e43b2e3e48ef,d567549b-b29b-4be0-a406-d94241aa44da,78116fa3-1a38-4788-9006-2a0a68ca70f4,reviewed,"",2026-06-15 03:42:37.504783+00,2026-06-15 03:42:44.532346+00,2026-06-15 03:42:44.775664+00,,,,,f
e495b7a1-de7b-4e2b-a52f-afd43d717916,d567549b-b29b-4be0-a406-d94241aa44da,744ec34d-08cb-4c09-bd4f-5da3897c44b4,reviewed,"",2026-06-15 05:17:45.925701+00,2026-06-15 05:17:54.859039+00,2026-06-15 05:17:55.166469+00,,,,,f
4e972ba5-7c8e-4529-97ba-7fc0eaec3241,d567549b-b29b-4be0-a406-d94241aa44da,41c08dc3-5bd6-4058-a8ab-9ce9c01fab6d,reviewed,"",2026-06-15 04:31:29.847722+00,2026-06-15 04:31:42.231059+00,2026-06-15 04:31:42.486071+00,,,,,f
e62d77b4-71f0-42d2-bf31-9cae74bc75da,d567549b-b29b-4be0-a406-d94241aa44da,482ea754-4557-4b82-b180-c8dcc22fd3e4,reviewed,"",2026-06-15 03:42:53.199689+00,2026-06-15 03:43:00.645433+00,2026-06-15 03:43:00.889919+00,,,,,f
1b24b4b5-5cb7-408c-9eb5-ba0ee34d9fdc,d567549b-b29b-4be0-a406-d94241aa44da,60488fde-c669-4ea9-ac7c-db8e3efb66d5,reviewed,"",2026-06-15 04:28:55.498178+00,2026-06-15 04:29:03.417031+00,2026-06-15 04:29:03.688373+00,,,,,f
d1939b2c-7a71-48c3-8a15-96f8c20adc54,d567549b-b29b-4be0-a406-d94241aa44da,5a093f50-1acb-469f-a9ca-d3876f4f7e8f,reviewed,"",2026-06-15 03:43:09.464066+00,2026-06-15 03:43:16.925863+00,2026-06-15 03:43:17.168412+00,,,,,f
b4d49aa4-cfe7-4803-88e0-48251a079912,d567549b-b29b-4be0-a406-d94241aa44da,7f17563d-101e-405c-8f21-f468aecbfe5a,reviewed,"",2026-06-15 03:43:24.955443+00,2026-06-15 03:43:35.712767+00,2026-06-15 03:43:36.149225+00,,,,,f
25fc032c-2819-4f56-8473-af9ac3e40022,d567549b-b29b-4be0-a406-d94241aa44da,5dc32789-bd50-4f08-9e3d-353f593c4623,reviewed,"",2026-06-15 04:29:15.519906+00,2026-06-15 04:29:25.136958+00,2026-06-15 04:29:25.526469+00,,,,,f
cb576495-7952-4b61-976a-54cbd21f5a16,d567549b-b29b-4be0-a406-d94241aa44da,c8c13f3d-e5cf-4c05-826f-64856d91ec06,reviewed,"",2026-06-15 03:43:43.911372+00,2026-06-15 03:43:56.889387+00,2026-06-15 03:43:57.438259+00,,,,,f
7f901071-45ca-4d48-8971-7a1258e81b08,d567549b-b29b-4be0-a406-d94241aa44da,78116fa3-1a38-4788-9006-2a0a68ca70f4,reviewed,"",2026-06-15 05:15:15.392031+00,2026-06-15 05:15:22.849191+00,2026-06-15 05:15:23.094694+00,,,,,f
30e90fb1-e5c8-41f4-bd4c-e5b33013de92,d567549b-b29b-4be0-a406-d94241aa44da,215c0ed8-ee88-406f-a6fc-a13e925e26e4,reviewed,"",2026-06-15 04:31:48.383265+00,2026-06-15 04:31:57.590314+00,2026-06-15 04:31:57.977998+00,,,,,f
45747875-ef9b-46e4-8588-64a175836757,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-15 03:44:05.490953+00,2026-06-15 03:44:20.44426+00,2026-06-15 03:44:20.939161+00,,,,,f
a9fbfc7e-be27-4f74-b8d8-1dd8eb76380d,d567549b-b29b-4be0-a406-d94241aa44da,78116fa3-1a38-4788-9006-2a0a68ca70f4,reviewed,"",2026-06-15 04:29:33.139767+00,2026-06-15 04:29:40.816046+00,2026-06-15 04:29:41.065534+00,,,,,f
f07c9293-2dd8-4b09-9bb3-0f6e5efdedd2,d567549b-b29b-4be0-a406-d94241aa44da,872ee5b6-1f61-4762-9e65-c404ae590ed3,reviewed,"",2026-06-15 05:16:52.201082+00,2026-06-15 05:17:03.647372+00,2026-06-15 05:17:04.142808+00,,,,,f
e6ed2af5-3f61-4c18-a625-9c90700ee1ed,d567549b-b29b-4be0-a406-d94241aa44da,482ea754-4557-4b82-b180-c8dcc22fd3e4,reviewed,"",2026-06-15 04:29:48.874791+00,2026-06-15 04:29:56.967608+00,2026-06-15 04:29:57.21503+00,,,,,f
93f19eb7-174f-408c-950f-6906d8f150ac,d567549b-b29b-4be0-a406-d94241aa44da,744ec34d-08cb-4c09-bd4f-5da3897c44b4,reviewed,"",2026-06-15 04:32:04.018662+00,2026-06-15 04:32:10.435489+00,2026-06-15 04:32:10.740423+00,,,,,f
7228a273-7640-48c9-b80e-e3ab5afff284,d567549b-b29b-4be0-a406-d94241aa44da,5a093f50-1acb-469f-a9ca-d3876f4f7e8f,reviewed,"",2026-06-15 04:30:09.351095+00,2026-06-15 04:30:18.575024+00,2026-06-15 04:30:18.824584+00,,,,,f
