id,assignment_id,question_id,option_key,saved_at,details_text
c5465acd-28b1-4769-9d4e-72915a20a8f4,d3949252-5e73-436e-b0ae-c45f94c6cbb3,32ac0db7-e65c-462b-bf4b-d3601f7e7a93,erfüllt,2026-06-13 05:15:50.977128+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:50.771Z · runner=erfüllt
77db0705-12ff-4192-8502-8b3d6361690c,d3949252-5e73-436e-b0ae-c45f94c6cbb3,c1628949-3bb2-4784-a989-69932ad5f294,erfüllt,2026-06-13 05:15:51.498525+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:51.286Z · runner=erfüllt
24bf64a0-6d3d-4f93-8fda-2231e4a74aa5,d3949252-5e73-436e-b0ae-c45f94c6cbb3,14b402e0-e2c1-4cc8-aab8-418d88d28057,erfüllt,2026-06-13 05:15:51.959868+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:51.772Z · runner=erfüllt
35460379-b94a-45fa-9a7b-b1958481ee0e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,07f85c47-4943-41ae-8ada-7b90e76ebd69,erfüllt,2026-06-13 05:15:52.464324+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:52.262Z · runner=erfüllt
5f0300e3-559e-46ce-b469-9252fcbfd24e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,18dd2a3b-d96c-4d0b-855e-ac8ee61b944e,erfüllt,2026-06-13 05:15:52.942283+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:52.742Z · runner=erfüllt
f36c1051-eef2-499b-8e9a-c292510e49bf,d3949252-5e73-436e-b0ae-c45f94c6cbb3,aad3b6b5-8f71-47c9-8815-8bbb71d3398c,teilweise,2026-06-13 05:15:53.405638+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:53.219Z · runner=teilweise
ca04a540-805f-4061-9c5e-e7115b99187d,d3949252-5e73-436e-b0ae-c45f94c6cbb3,a04abc8b-fd1b-49bf-a3bf-e210af8ecd33,teilweise,2026-06-13 05:15:53.915167+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:53.716Z · runner=teilweise
eff45e0f-c0c0-458e-a234-f3d59945a7c1,d3949252-5e73-436e-b0ae-c45f94c6cbb3,4c6c089d-e2c4-48dd-8dba-f5f3e23e2ca5,erfüllt,2026-06-13 05:15:54.617864+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:54.208Z · runner=erfüllt
c61abaaf-3d35-43f3-9e9a-14121ed2cf1d,d3949252-5e73-436e-b0ae-c45f94c6cbb3,ffe3075b-a2b3-4493-8bb6-206b1c40243b,teilweise,2026-06-13 05:15:55.320018+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:54.892Z · runner=teilweise
e3a41f09-8f73-4749-b0f6-a898fbefa4bc,d3949252-5e73-436e-b0ae-c45f94c6cbb3,3f66c02a-6a3d-4d9e-ae30-937df8f2a247,erfüllt,2026-06-13 05:15:56.169193+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:55.625Z · runner=erfüllt
96dbb919-9131-469f-b407-a2498f5d4b25,d3949252-5e73-436e-b0ae-c45f94c6cbb3,0885d6c6-a714-4ef5-8a61-df306f176f01,erfüllt,2026-06-13 05:15:56.643143+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:56.464Z · runner=erfüllt
b4ba97c2-62cb-4f2a-a358-4ac53aa99e09,d3949252-5e73-436e-b0ae-c45f94c6cbb3,70a8f081-be4a-4997-8ff2-92925cb98b44,erfüllt,2026-06-13 05:15:57.119119+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:56.912Z · runner=erfüllt
31ad04e5-0a55-40ca-bbcf-ea4bfbcc2b9b,d3949252-5e73-436e-b0ae-c45f94c6cbb3,209e6e99-22db-4754-8393-232060395652,erfüllt,2026-06-13 05:15:57.649311+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:57.436Z · runner=erfüllt
b3271281-3afb-48c5-ad2f-5a454bdfc315,d3949252-5e73-436e-b0ae-c45f94c6cbb3,bf7ef981-d1fe-4c39-bd89-9e27b977dbef,teilweise,2026-06-13 05:15:58.146012+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:57.927Z · runner=teilweise
813f9c90-0205-4f11-be26-2f3f5186f6a1,d3949252-5e73-436e-b0ae-c45f94c6cbb3,c6615e40-fdc3-41d5-b5c7-db45d097e5e2,erfüllt,2026-06-13 05:15:58.704621+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:58.481Z · runner=erfüllt
c68fa626-5ec8-4e9d-a235-db05102462c3,d3949252-5e73-436e-b0ae-c45f94c6cbb3,9cc7cb46-e6b7-46d1-aa63-1050cc2ba2ad,erfüllt,2026-06-13 05:15:59.185251+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:58.999Z · runner=erfüllt
605f0a04-cbcc-40e6-ab06-14b9ceb456c7,d3949252-5e73-436e-b0ae-c45f94c6cbb3,657a9385-78de-41f2-a42e-ff912f449c15,erfüllt,2026-06-13 05:15:59.676553+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:59.471Z · runner=erfüllt
a1f2e12f-74f6-43fc-9da8-71d4dd7d4072,d3949252-5e73-436e-b0ae-c45f94c6cbb3,0958ac43-8365-4dee-9116-444c79726bd9,erfüllt,2026-06-13 05:16:00.1575+00,Walk-through (cycle-2 prep) 2026-06-13T05:15:59.956Z · runner=erfüllt
068e3f44-7a95-4925-a8a8-2daf4d9d1e18,d3949252-5e73-436e-b0ae-c45f94c6cbb3,8f1e1527-01b0-4905-8633-d33626d61cab,erfüllt,2026-06-13 05:16:00.645398+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:00.443Z · runner=erfüllt
fe5e6dcb-e603-43f8-86bb-9a48de14c2a5,d3949252-5e73-436e-b0ae-c45f94c6cbb3,e9854d22-58e2-47ee-93a3-a013d42fc7bf,teilweise,2026-06-13 05:16:01.14374+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:00.936Z · runner=teilweise
9af254fa-966b-47ff-9312-c391e33b8408,d3949252-5e73-436e-b0ae-c45f94c6cbb3,7142f5dc-4f1a-4f37-9e07-b833f8f09c0d,erfüllt,2026-06-13 05:16:01.666545+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:01.453Z · runner=erfüllt
aa686fee-705b-40bb-91e1-4f313afd936a,d3949252-5e73-436e-b0ae-c45f94c6cbb3,02fb9999-401a-4b93-b412-357ec0114a1c,erfüllt,2026-06-13 05:16:02.141334+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:01.949Z · runner=erfüllt
fdf1b07d-c55b-4f17-b0bd-c96dbee0755f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,73834386-f2a5-487e-bd1d-1890bf649c63,erfüllt,2026-06-13 05:16:02.654049+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:02.447Z · runner=erfüllt
8b4dc7f9-9ebb-452e-b66b-cc1b497a159e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,b6aa283e-3440-4289-8c51-ef199b3948b5,erfüllt,2026-06-13 05:16:03.111187+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:02.931Z · runner=erfüllt
36c2b9a2-2151-4fa5-b76f-3bca71009a1c,d3949252-5e73-436e-b0ae-c45f94c6cbb3,6aa6c480-3e07-46ed-b49e-5d9f05120335,teilweise,2026-06-13 05:16:03.596833+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:03.390Z · runner=teilweise
ddfa0ca9-6834-4ce0-98b9-b056ee6b384f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,56f5f7f3-2e85-41eb-a4cc-9320624b8018,teilweise,2026-06-13 05:16:04.081217+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:03.900Z · runner=teilweise
f7c394e2-6282-4a8f-9b6b-b059b83a230e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,bb95b073-1ead-45e1-8c73-fe454d034bd8,teilweise,2026-06-13 05:16:04.581314+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:04.366Z · runner=teilweise
44710c16-cf9c-4abd-b0ea-4c03c7d46ba0,d3949252-5e73-436e-b0ae-c45f94c6cbb3,f92cf237-c736-42b7-98a8-87a6995c8fb3,erfüllt,2026-06-13 05:16:05.031835+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:04.847Z · runner=erfüllt
cea0b41c-f1ba-48e1-b042-e10a20fd6ee3,d3949252-5e73-436e-b0ae-c45f94c6cbb3,a2e6cb09-f6bf-44ff-96d2-25472f23168a,erfüllt,2026-06-13 05:16:05.533844+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:05.348Z · runner=erfüllt
3cd3c644-6615-4833-95c5-afe9852aff6f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,c4a8a5ba-2136-432e-9727-5e942fc2c531,erfüllt,2026-06-13 05:16:05.989702+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:05.813Z · runner=erfüllt
0288bf6c-f9ea-4897-adba-95aab6c25927,d3949252-5e73-436e-b0ae-c45f94c6cbb3,f56ece22-0043-49ac-a6f8-461ff5a975be,erfüllt,2026-06-13 05:16:06.468357+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:06.274Z · runner=erfüllt
fd62e2e2-18e6-4b76-b711-c9e6271af525,d3949252-5e73-436e-b0ae-c45f94c6cbb3,509a11f1-b555-4c4b-959e-9b3d90be53cc,erfüllt,2026-06-13 05:16:06.963794+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:06.773Z · runner=erfüllt
6f617ef9-a283-4271-b64c-0c32a72fbb99,d3949252-5e73-436e-b0ae-c45f94c6cbb3,799a7ee7-ac18-45f8-abe7-c3628dd3bba1,erfüllt,2026-06-13 05:16:07.411445+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:07.233Z · runner=erfüllt
43060211-9269-482b-af39-c592e6284dd6,d3949252-5e73-436e-b0ae-c45f94c6cbb3,23fd8144-e158-4800-8313-ede92fc32c8b,erfüllt,2026-06-13 05:16:07.913633+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:07.713Z · runner=erfüllt
ba118252-e06a-4932-a429-6576380afa85,d3949252-5e73-436e-b0ae-c45f94c6cbb3,e50088af-253f-40ef-8ef6-a6a4d55ed090,erfüllt,2026-06-13 05:16:08.363012+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:08.179Z · runner=erfüllt
df018435-f9bd-4a90-a94a-435578ff0d5d,d3949252-5e73-436e-b0ae-c45f94c6cbb3,2ae2de47-d163-4ba5-a86e-55659168d5a9,erfüllt,2026-06-13 05:16:08.834241+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:08.628Z · runner=erfüllt
28e0f3b4-d121-41fe-a455-0d49d9e3d60b,d3949252-5e73-436e-b0ae-c45f94c6cbb3,d19f06ab-a71f-4c05-9ae4-cdde79f26d6e,erfüllt,2026-06-13 05:16:09.275566+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:09.101Z · runner=erfüllt
aeefbdb9-c373-455f-aa68-468ee8b89671,d3949252-5e73-436e-b0ae-c45f94c6cbb3,70468906-fb3a-4ee7-8ba4-a251dfdd6a53,erfüllt,2026-06-13 05:16:09.749968+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:09.553Z · runner=erfüllt
80d66661-51d1-4635-9003-2557b30a86af,d3949252-5e73-436e-b0ae-c45f94c6cbb3,a93daffd-2877-41cc-b1de-fb1d1a07f463,erfüllt,2026-06-13 05:16:10.208325+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:10.016Z · runner=erfüllt
ec4b61ea-97a3-41e0-9844-9bb1c67bb8a2,d3949252-5e73-436e-b0ae-c45f94c6cbb3,1085f0e0-295a-46ef-af51-48d25e4917e3,erfüllt,2026-06-13 05:16:10.660431+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:10.476Z · runner=erfüllt
063bbe08-24c4-47f3-9037-9c8ea14c5633,d3949252-5e73-436e-b0ae-c45f94c6cbb3,4b8c8d00-d204-4933-ad3f-b854dca18b4b,teilweise,2026-06-13 05:16:11.183461+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:10.989Z · runner=teilweise
34516d64-47e6-4aad-92a9-cfb6cd3d03bf,d3949252-5e73-436e-b0ae-c45f94c6cbb3,9dc615e0-c441-4893-8e6e-e63e4bdd39e4,erfüllt,2026-06-13 05:16:11.636864+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:11.452Z · runner=erfüllt
52be531c-099b-473d-becc-5e1184720c01,d3949252-5e73-436e-b0ae-c45f94c6cbb3,4c5a993a-a243-436a-88f2-cda673220bfc,teilweise,2026-06-13 05:16:12.083748+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:11.900Z · runner=teilweise
a56c839e-f385-49c0-90e9-aefb79435ea4,d3949252-5e73-436e-b0ae-c45f94c6cbb3,1acfb06a-9209-488f-962f-98ecd384fd00,erfüllt,2026-06-13 05:16:12.539621+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:12.359Z · runner=erfüllt
523bd03e-3a42-49c2-8a70-22069be590a5,d3949252-5e73-436e-b0ae-c45f94c6cbb3,d0f3e7cf-6758-4ce7-a15f-eb10144994db,erfüllt,2026-06-13 05:16:13.091902+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:12.875Z · runner=erfüllt
5ca2163a-e418-4560-9afc-e1774cdc4496,d3949252-5e73-436e-b0ae-c45f94c6cbb3,a9ca18f0-d75a-4e4b-b225-11757e68ce58,erfüllt,2026-06-13 05:16:13.532551+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:13.356Z · runner=erfüllt
c971b2ec-46ae-471e-a694-2648e69c4286,d3949252-5e73-436e-b0ae-c45f94c6cbb3,6f86e2b2-8822-4422-ad5a-e38bbabb05f5,erfüllt,2026-06-13 05:16:13.980347+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:13.798Z · runner=erfüllt
3b4882eb-6c3d-4858-ab53-2cdc0e7854d0,d3949252-5e73-436e-b0ae-c45f94c6cbb3,baf529e2-2540-486d-975e-2556f705f21f,erfüllt,2026-06-13 05:16:14.475621+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:14.259Z · runner=erfüllt
897d420a-29fe-42b4-b551-6668a309826e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,8ab8acff-a0a0-4c45-a9a4-17ffd8b99f66,erfüllt,2026-06-13 05:16:14.929127+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:14.753Z · runner=erfüllt
b2bca400-4a69-4f47-b10a-ddf3df9a5bc9,d3949252-5e73-436e-b0ae-c45f94c6cbb3,a917fc96-6130-47b9-8d1c-686b29097c5f,erfüllt,2026-06-13 05:16:15.383768+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:15.199Z · runner=erfüllt
8de776ac-6096-41cc-9eb8-b3c2a482b223,d3949252-5e73-436e-b0ae-c45f94c6cbb3,4198c9fd-dd7d-4752-9e35-53badbb599f6,erfüllt,2026-06-13 05:16:15.887557+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:15.680Z · runner=erfüllt
a95acf33-835b-4357-9e84-eff047d35508,d3949252-5e73-436e-b0ae-c45f94c6cbb3,346235e7-03b7-4ff7-940a-eda735a973e2,erfüllt,2026-06-13 05:16:16.334654+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:16.160Z · runner=erfüllt
1101ada0-2ea1-4e6d-99a3-10b7c54e90b1,d3949252-5e73-436e-b0ae-c45f94c6cbb3,60cf86b6-d972-47e7-9bfd-b5d2b4fecf0f,erfüllt,2026-06-13 05:16:16.828009+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:16.637Z · runner=erfüllt
9e248162-6f62-4236-bf53-390e875bf3b7,d3949252-5e73-436e-b0ae-c45f94c6cbb3,6ee54a27-5243-49dc-a4b0-d1ca78180868,erfüllt,2026-06-13 05:16:17.278584+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:17.095Z · runner=erfüllt
56bdb544-ce37-47ec-8cb2-14b62f226315,d3949252-5e73-436e-b0ae-c45f94c6cbb3,11f1f908-7517-47da-ad9f-f1571c7c2c8c,erfüllt,2026-06-13 05:16:17.793035+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:17.584Z · runner=erfüllt
655ac76f-373c-4239-9803-c7f6aacb57f8,d3949252-5e73-436e-b0ae-c45f94c6cbb3,6ddbb829-6be0-4e18-8a25-bde11e573423,erfüllt,2026-06-13 05:16:18.224854+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:18.044Z · runner=erfüllt
ef7805e1-a199-43e8-82b4-de6fc3a8263f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,ab55068a-b126-4990-852c-27366cf338fe,erfüllt,2026-06-13 05:16:18.714563+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:18.523Z · runner=erfüllt
fc883784-3bfe-443e-ae12-d60f85f72952,d3949252-5e73-436e-b0ae-c45f94c6cbb3,825d1225-87e2-4950-9f4a-4a5446a003a6,erfüllt,2026-06-13 05:16:19.163141+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:18.989Z · runner=erfüllt
41fba0a1-4662-4b44-a8fb-a974c9caffa4,d3949252-5e73-436e-b0ae-c45f94c6cbb3,3e5b1c91-502d-4b63-8a4f-f10e1c043104,erfüllt,2026-06-13 05:16:19.860328+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:19.450Z · runner=erfüllt
243efe3c-2ef6-4e16-803e-6d8da08b1cad,d3949252-5e73-436e-b0ae-c45f94c6cbb3,9c0715f6-ae74-4af5-b18c-c718993aa16f,erfüllt,2026-06-13 05:16:20.564439+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:20.139Z · runner=erfüllt
82f945f3-9249-4546-899a-02574fd9db88,d3949252-5e73-436e-b0ae-c45f94c6cbb3,1f8a0a4f-0434-4cf8-aa85-7a5f6e166eb9,erfüllt,2026-06-13 05:16:21.367026+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:20.832Z · runner=erfüllt
c79c8c20-c5f9-4878-92f2-33f325519fdf,d3949252-5e73-436e-b0ae-c45f94c6cbb3,cf443ff5-a844-417b-980a-f79ac4075c2a,teilweise,2026-06-13 05:16:21.846966+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:21.661Z · runner=teilweise
019e9b2d-7788-4e6e-bd2b-abf71685db2c,d3949252-5e73-436e-b0ae-c45f94c6cbb3,fbfea01e-d360-4420-9a03-d57516809cb2,erfüllt,2026-06-13 05:16:22.305404+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:22.127Z · runner=erfüllt
4c2ec0b6-484e-45d1-9e6d-7f19d8e0a593,d3949252-5e73-436e-b0ae-c45f94c6cbb3,89b0bb38-073b-4ebe-b339-8743cecc7034,erfüllt,2026-06-13 05:16:22.753735+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:22.565Z · runner=erfüllt
74ed2639-cff6-4567-a043-ae926c62ce7b,d3949252-5e73-436e-b0ae-c45f94c6cbb3,6385ca28-635e-4f28-b4b8-7e55e0c368cf,erfüllt,2026-06-13 05:16:23.221733+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:23.048Z · runner=erfüllt
6037cefd-1df2-4524-b1d2-788c9a033b6b,d3949252-5e73-436e-b0ae-c45f94c6cbb3,5e2c22de-eefd-4074-b3b7-383caa65358e,erfüllt,2026-06-13 05:16:23.677189+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:23.496Z · runner=erfüllt
0cb4ee90-dc49-40f1-8533-ae2851b31094,d3949252-5e73-436e-b0ae-c45f94c6cbb3,00987298-e81a-4267-893f-302079689aef,erfüllt,2026-06-13 05:16:24.115266+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:23.945Z · runner=erfüllt
5024708c-bc0d-4735-94a6-4881c3a0d5e9,d3949252-5e73-436e-b0ae-c45f94c6cbb3,748cdb59-185f-42e8-835c-6db321f67172,erfüllt,2026-06-13 05:16:24.61087+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:24.411Z · runner=erfüllt
a796be18-f395-43e2-bdf4-1fd928b0f21c,d3949252-5e73-436e-b0ae-c45f94c6cbb3,02bfabc2-41d1-477e-88d6-a598fe6824c1,erfüllt,2026-06-13 05:16:25.054987+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:24.875Z · runner=erfüllt
07db6ebb-bc9e-476f-93d6-7601dc99de91,d3949252-5e73-436e-b0ae-c45f94c6cbb3,dd58110c-9272-4a38-adfb-e250643bca38,erfüllt,2026-06-13 05:16:25.575664+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:25.369Z · runner=erfüllt
222a8f80-b814-490d-9bcc-1bd3448c2b88,d3949252-5e73-436e-b0ae-c45f94c6cbb3,9d42cdf7-8da0-4b56-bb4a-e14cc85799d7,erfüllt,2026-06-13 05:16:26.031072+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:25.851Z · runner=erfüllt
61f3cbd1-d219-4c89-89d0-2ea650e05893,d3949252-5e73-436e-b0ae-c45f94c6cbb3,dead02b5-870d-4506-b4ac-35e54e3877aa,teilweise,2026-06-13 05:16:26.545678+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:26.356Z · runner=teilweise
216ba953-636d-43c4-9a10-2a55f850650c,d3949252-5e73-436e-b0ae-c45f94c6cbb3,22b04c2a-56e2-4b52-bdb5-8b074332a1b2,erfüllt,2026-06-13 05:16:26.99251+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:26.812Z · runner=erfüllt
882a0f26-6112-4249-a7ef-d3acdc5ebd9e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,b2dfed19-a623-4b49-a32a-e6563bb5cf24,erfüllt,2026-06-13 05:16:27.448143+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:27.266Z · runner=erfüllt
70ff6a64-eeb8-4878-a436-ba0c4d2e9a2e,d3949252-5e73-436e-b0ae-c45f94c6cbb3,734a9aff-e2e6-4d10-b42f-cb5d5731f611,erfüllt,2026-06-13 05:16:27.956591+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:27.767Z · runner=erfüllt
3b1ee82e-5fb6-4368-b011-128eca9d4b18,d3949252-5e73-436e-b0ae-c45f94c6cbb3,84210209-91f3-4ef2-a417-4ddd65bd717a,erfüllt,2026-06-13 05:16:28.413385+00,Walk-through (cycle-2 prep) 2026-06-13T05:16:28.234Z · runner=erfüllt
